id,rating,content,source,final_emotion,final_category,length,split
450,5.0,Отримав довідку протягом 5-7 хвилин після спілкування з окулістом.,original,Happiness,Gratitude / Positive Feedback,66,train
2488,5.0,"Доброго дня! Хочу висловити величезну подяку професіоналу своєї справи Кінологу Олександру Недорубку. При правильному, доброму, терплячому і вимогливому підході, який він використовує у своїй роботі, навіть уперта хуліганка Вест Хайленд…",original,Happiness,Gratitude / Positive Feedback,237,train
6262,,"Начиталася страшних відгуків і морально підготувалася, АЛЕ!
Додзвонилася до міського тел. (дзвоніть вранці)
і записалася на наступний день на прийом.…",original,Surprise,Gratitude / Positive Feedback,150,train
12749,5.0,"Був на консультацій в Романа Володимировича,надав якісну консультацію.на всі запитання надав відповіді.рекоминдую",original,Happiness,Gratitude / Positive Feedback,113,train
2127,5.0,"Неймовірний рівень знань, викладачів, та емоцій. Це були найкращі роки навчань. Якщо десь і вчитися то в ХАІ ім. Жуковського!",original,Happiness,Gratitude / Positive Feedback,125,train
15682,,Забирав свідоцтво про народження дитини.15 секунд.Все ок,original,Happiness,Gratitude / Positive Feedback,56,train
14571,5.0,"Ратуша. Ця будівля є центральною та основною у славетному місті Лева. Вона являється осередком як туризму та культури так і основним органом самоврядування і благоустрою міста. Міста яке магнітить до себе своєю красою, історією, львів'янами та душею яка у Львова світла і щира. Адже Львів відкритий для світу.",original,Happiness,Gratitude / Positive Feedback,309,train
5139,5.0,"Раніше навчався три роки в старшій академії, зараз навчаюсь в університеті. проводяться мітапи з представниками інших країн, а також організовуються різні івенти.",original,Neutral,Neutral Comment,162,train
12860,5.0,"Дякую за допомогу. Був на консультації у Валерії Олексіївни, допомогла вирішити питання які мене цікавили.",original,Happiness,Gratitude / Positive Feedback,106,train
6606,1.0,"Хамське ставлення інформатора за телефоном 704-13-52, неприємне осадове відчуття. Толком нічого не пояснила. Люди тому й дзвонять, щоб дізнатися добробутну інформацію, щоб не приходити без толку.",original,Anger,Complaint / Dissatisfaction,195,train
11620,5.0,"Відмінна школа для тих, хто хоче і готовий вчитися....для учнів створені всі умови для сприйняття предметів та отримання знань, як за навчальною програмою, так і захопленням (свята, конкурси, концерти).",original,Happiness,Gratitude / Positive Feedback,202,train
5181,5.0,"Дуже гарна академія. Дуже подобається ходити. Тут багато веселого та корисного. Вчителі добрі та цікаві. Багато різних тем, які добре викладають. Теми дуже цікаві та пізнавальні. Вчителі просто МОЛОДЦІ! Вони дуже професійно викладають! .…",original,Happiness,Gratitude / Positive Feedback,238,train
11736,4.0,"Коли здавав на права, по-моєму, до мене упереджено поставилися, припустився однієї практичної помилки точно такої ж як і інші, інші припустилися ще й другої помилки - їм права дали, мені - ні. Вдруге прийшов, здав ідеально, видали.…",original,Anger,Complaint / Dissatisfaction,232,train
3164,5.0,Дуже затишно і чисто. Зверталися з приводу виписки і прописки.,original,Happiness,Gratitude / Positive Feedback,62,train
8417,5.0,Дуже дякую співробітникам за детально надану інформацію!!! Максимально розкрили всі деталі та розібрались!!! Дякую!!!,original,Happiness,Gratitude / Positive Feedback,117,train
8204,1.0,Не можливо додвонитися. Номер телефону вказаний не вірно. Змініть номер телефону,original,Anger,Complaint / Dissatisfaction,80,train
847,5.0,"Підучили відповіді на всі питання, що цікавлять нас, всі документи були готові в термін. Працюють дуже приємні хлопці!",original,Happiness,Gratitude / Positive Feedback,118,train
2340,1.0,"Не має відповіді на письмовий запит N65-4-09/88 від 04.08.2023р, не має відповіді на запит на офіційну електрону адресу УКМтаП",original,Anger,Complaint / Dissatisfaction,126,train
13998,5.0,Дуже гарний Сервіс. Ввічливі співробітники. Бажаю успіхів працівникам. А людям які здаватимуть іспити бажаю здавати з першого разу.,original,Happiness,Gratitude / Positive Feedback,131,train
6210,5.0,Деякі панночки тут талановиті у всіх видах мистецтва)))),original,Happiness,Gratitude / Positive Feedback,56,train
10388,5.0,"Найкращі!Мені 12,я теж хочу стати СБУшником,я буду добре навчатись,я буду робить все щоб стати як ви.",original,Happiness,Gratitude / Positive Feedback,101,train
14287,5.0,"Дуже швидко працюють, приємний персонал. Особлива подяка Аллі Кравченко.",original,Happiness,Gratitude / Positive Feedback,72,train
10551,5.0,"Відмінний сервіс, приємний персонал прийшов за 15-20 хвилин все зробив, робив терміновий, сказали чекати 3-3.5 тижнів, а зробили за 2 тижні,",original,Happiness,Gratitude / Positive Feedback,140,train
6150,5.0,"Знаю Наталю давно, оформляла тут кадастрові номери на паї своїх батьків на Сахновщині, швидко, в процес не вникала взагалі, рекомендую.",original,Happiness,Gratitude / Positive Feedback,135,train
3929,1.0,"Міська влада не робить нічого, у чому немає особистої вигоди. Система міського транспорту принижена, зелені насадження у місті вирубуються, комунальне господарство у занепаді. Якщо найближчим часом у Харкові не зміниться керівництво – місту кінець...",original,Anger,Complaint / Dissatisfaction,250,train
4928,5.0,"Хочу подякувати академії Шаг за роботу. Гарне відношення, гарні викладачі майстри своєї справи. Дуже задоволений навчанням!",original,Happiness,Gratitude / Positive Feedback,123,train
12214,5.0,Рекомендую юриста Олега Вікторовича із земельних питань,original,Happiness,Suggestion / Idea,55,train
5583,5.0,"Донька навчається у цій академії. Їй подобається, йде туди з радістю, а це найголовніше.",original,Happiness,Gratitude / Positive Feedback,88,train
15993,5.0,"Це треба побачити. Цю архітектуру . Ці сади. Замовте екскурсовода, це коштує  копійки , але воно того варте. Хотілося б провести більше часу і краще зі всім ознайомитися. Історична спадщина вражає. Студенти які там навчаються - я б не лише граніт гриз, а й інші природні мінерали, за змогу навчатися там.",original,Happiness,Gratitude / Positive Feedback,304,train
7304,2.0,"Перший раз була - спободобалось обслуговування: спокійно і ввічливо все пояснили, прийняли документи. Другий раз була, уже інша жінка обслуговувала, - зневажливо зі мною розмовляла, не зрозуміло до чого лаялася - зруйнувала добре перше…",original,Anger,Complaint / Dissatisfaction,236,train
5130,5.0,"Радію, що син став із задоволенням відвідувати школу! Зникли конфлікти щодо уроків! З'явилася можливість протягом дня займатися спокійною роботою, а ввечері проводити час з дитиною, не турбуючись про домашнє завдання! Спокійні вечори,…",original,Happiness,Gratitude / Positive Feedback,235,train
3795,5.0,Швидко та професійно оцінили нежитлове приміщення для продажу. Можу рекомендувати всім!,original,Happiness,Gratitude / Positive Feedback,87,train
16548,4.0,"Дуже шкода, що так рано закривають для відвідувань, потрапити можна з 10-16.00. Дивилися через паркан",original,Sadness,Complaint / Dissatisfaction,101,train
1227,1.0,"Абсолютно хамське ставлення до відвідувачів, таке відчуття я і їм гроші винні, або вони зі своєї кишені мені дають. Грубять. Потрібно скаржитися до вищих інстанцій.",original,Anger,Complaint / Dissatisfaction,164,train
1607,2.0,"Залізні нерви треба мати, щоби щось там з'ясувати.
Входи різні. Де що з'ясувати – це загадка. Виявляється, з багатьох питань потрібно дзвонити внутрішнім телефоном. Який номер потрібно набрати цей квест, хоч і висить покажчик номерів, але на половину з них неможливо додзвонитися.",original,Anger,Complaint / Dissatisfaction,280,train
3928,1.0,"Бюрократія, ігнорування проблем, відписки, корупція, роздача громадської землі наближеним за копійки, знесення будівель, що становлять архітектурну цінність, тотальне розпилення та мільярди на зоопарки. На благо міста та всіх харків'ян (с)",original,Anger,Complaint / Dissatisfaction,239,train
2599,5.0,"Не вперше тут. Усі дуже подобається. Лікарі молодці. І умови ""готелю"" виграють перед багатьма у місті",original,Happiness,Gratitude / Positive Feedback,101,train
9330,5.0,"+38(0462)774-739 (Відділ по нарахуванню та здійсненню соціальних виплат) Щойно з першого гудку додзвонилася, щоб дізнатися про дату нарахування соціальної допомоги при народженні дитини-все чудово, на всі запитання відповіли.",original,Happiness,Gratitude / Positive Feedback,225,train
13893,5.0,"Хоч здала не з першого разу, але сервісом і обслуговуванням задоволена. Привітний персонал на місцях прийому документів і окремо хочу відзначити Остапенка А. М. іспит прийшов в приємній атмосфері, без напруги💪🏼…",original,Happiness,Gratitude / Positive Feedback,211,train
5217,5.0,"Нарешті вчимося в школі нашої мрії! У житті важливо прийняти вірне рішення і ми, як батьки, щасливі, що обрали It step school і цього року стали її учнями! Син 2 роки ходив до малої академії КРОК і мріяв про відкриття школи у Харкові.…",original,Happiness,Gratitude / Positive Feedback,235,train
4874,5.0,"За пів року відвідувань занять, дитині сподобалось ще більше. Грамотна подача матеріалу та цікаві завдання. Занятя проводяться в підвальних приміщеннях, безпека діток на дуже високому рівні. Ще дуже подобається, що якщо дитина прихворіла,…",original,Happiness,Gratitude / Positive Feedback,239,train
4315,1.0,"Ректор взагалі забив на спорткомплекс ""Буревісник"". З кожним роком все гірше та гірше. Настав час Савбановичу вже на пенсію.",original,Anger,Complaint / Dissatisfaction,124,train
16575,5.0,"Обов'язково для відвідування!
Одна з візитівок Чернівців!
Все дуже красиво та доглянуто.…",original,Happiness,Gratitude / Positive Feedback,89,train
6600,1.0,"Сьогодні кілька разів дзвонила з питанням: стабільно не вітаються, відповідають грубо, з викликом, не даючи повної інформації, кидають трубку при найменшій паузі, довелося передзвонювати. Приїхавши до відділу, дізналася, що інформація була…",original,Anger,Complaint / Dissatisfaction,240,train
16904,,"Колись брав участь у науковій конференції тут, цікаві спогади",original,Happiness,Neutral Comment,61,train
3064,2.0,"Вже, давно не факультет мехатроніки, а просто будинок який здають в оренду :(",original,Sadness,Complaint / Dissatisfaction,77,train
15542,1.0,"Черги по півдня,працівники не відповідають займаним посадам. Одну людину обслуговують 30-40 хв. Працює всього два оператора",original,Anger,Complaint / Dissatisfaction,123,train
13463,5.0,"Вітаю. Були на консультації у Валерії Павлівни щодо відстрочки. Все детально роз'яснила, пояснила. Знаємо наші подальші дії в цій ситуації. Якщо хочете знати Ваші права і дії в певній юридичній ситуації - щира рекомендація.",original,Happiness,Gratitude / Positive Feedback,223,train
11160,5.0,"Дуже хороша автошкола💯
Чудові викладачі, навчання проходить цікаво.Отриманими знаннями задоволена та використовую їх у водінні✅…",original,Happiness,Gratitude / Positive Feedback,128,train
12521,5.0,"Була на консультації в Романа Володимировича, дякую , надав відповіді на всі мої питання.",original,Happiness,Gratitude / Positive Feedback,89,train
14154,5.0,"гарний сервісний центр, привітний персонал, якість обслуговування на найвищому рівні👍…",original,Happiness,Gratitude / Positive Feedback,86,train
10005738,,А що на рахунок  Залісся вул Центральна будинок 12?,original,Neutral,Question / Request for Help,51,train
8249,1.0,Додзвонитись НЕМОЖЛИВО. На жоден з номерів телефонів. У Франківському районному суді відверто ігнорують дзвінки? Для чого тоді виділяються кошти на оплату ліній телефонного зв'язку?,original,Anger,Complaint / Dissatisfaction,181,train
3600,5.0,Прекрасна архітектура будівлі.  Мені як туристові дуже сподобалася,original,Happiness,Gratitude / Positive Feedback,66,train
2462,5.0,"Сьогодні забрали із притулку нового члена нашої родини. Велике дякую всьому персоналу (особливо кінологу Олегу) за професіоналізм, чуйність, чесність (вам не намагаються ""впхнути"" тварину, а розумно пояснюють всі можливі труднощі).  Окремо…",original,Happiness,Gratitude / Positive Feedback,240,train
6105,5.0,"Звичайний педагогічний коледж. Є на ньому спортивний майданчик, тренажерний комплекс, футбольний майданчик за який я хочу подякувати керівникам коледжу окремо.",original,Happiness,Gratitude / Positive Feedback,159,train
4731,2.0,"Подзвонив запитати деякі нюанси по угоді, таке почуття що нотаріусу взагалі не цікаво щось обговорювати",original,Anger,Complaint / Dissatisfaction,103,train
14158,5.0,"Здавала тут практичний іспит.
Дуже приємний персонал, все чистенько, сучасно, швидко.
Інспектор мега лояльний та адекватний, місії завалити не було.  Чітко…",original,Happiness,Gratitude / Positive Feedback,156,train
16477,5.0,"Гоґвортс в Україні, так, так, відчуття там саме такі. Гуляв і думав, де моя мітла, треба терміново політати довкола.
Дуже атмосферне, чарівне місце, його архітектура вражає уяву.…",original,Happiness,Gratitude / Positive Feedback,179,train
13884,1.0,Касиру віконці#3 зовсім не орієнтується в свої роботі. Не добачає окуляр немає дивися через лупу. Взагалі не знає ПРОГРАМИ РОБОТИ. За три години відпустили 3-ри людини це жах.,original,Anger,Complaint / Dissatisfaction,175,train
4306,5.0,"Перше враження позитивно) Я рада, що моя дочка надійшла і буде тут вчитися))",original,Happiness,Gratitude / Positive Feedback,76,train
16843,4.0,Незабутні враження та гарні фото на згадку гарантовані.,original,Happiness,Gratitude / Positive Feedback,55,train
15909,1.0,"Якщо ви в Чернівцях проїздом і хочете відвідати їх знаменитий університет - можете одразу відкинути цей задум, бо на його територію без платної екскурсії вас просто не впустять. Вперше бачу таку політику щодо відвідувачів, не всі…",original,Anger,Complaint / Dissatisfaction,230,train
8552,5.0,Прекрасне обслуговування у пані Надії Шевчук-Малькут. Обслуговують мене уже вдруге і я приємно вражена позитивом і професійністю),original,Happiness,Gratitude / Positive Feedback,129,train
10005631,,"А як щодо житла тим, чиї домівки окуповані з 2014го?",original,Sadness,Question / Request for Help,52,train
13951,5.0,"Щиро дякую співробітникам цього сервісного центру за допомогу в отриманні водійського посвідчення, у мене була дуже складна ситуація через недбалість працівників МВС 8049(Київ, Павла Усенка), де мені відмовили в допомозі попри те що самі…",original,Happiness,Gratitude / Positive Feedback,238,train
2874,5.0,"Задоволений роботою цього Бюро. Із задоволенням захотілося залишити відгук для рекомендації іншим людям. Дуже багато роботи зробили. Все частинами було в мене, заплутано. Всім розібралися і всі документи оформили. Добре допомогли, дякую",original,Happiness,Gratitude / Positive Feedback,236,train
11969,4.0,"Фахівці бюро намагаються зрозуміти й у міру сил допомогти, але вибір адвокатів катастрофічно малий.",original,Sadness,Complaint / Dissatisfaction,99,train
12390,5.0,"Доброго дня, консультацію проводив Станіслав Васильович, все чітко і зрозуміло пояснив, залишилися хороші враження, дякую!",original,Happiness,Gratitude / Positive Feedback,122,train
12800,5.0,"Звертався за допомогою юр.підтримки до Валерії Олексіївни. Професіонал своєї справи, дуже допомогла, дякую!",original,Happiness,Gratitude / Positive Feedback,107,train
12067,5.0,Дякую юристу Олександру Павловичу за консультацію з приводу перерахунку військової пенсії,original,Happiness,Gratitude / Positive Feedback,89,train
5653,5.0,Чудова школа з гарними викладачами та чудовою подачею інформації.,original,Happiness,Gratitude / Positive Feedback,65,train
11345,5.0,"Будівля дуже гарна, на площі перед адміністрацією є два красиві фонтани⛲",original,Happiness,Gratitude / Positive Feedback,72,train
14884,5.0,"Рекомендую туристам відвідувати. Піднятися на самий верх, це ще пригода))) Побачити з вежі Трабант (автомобіль з НДР, відомий на весь світ) на даху іншого будинку, це взагалі, шедевр)))…",original,Happiness,Suggestion / Idea,186,train
5134,5.0,"школа дуже подобається.Ходжу 4 день. Хочу щоб школа ставала ще краще, бажаю їй просування в цій сфері. Хороші вчителі, смачна їжа, якщо що можуть допомогти. Коштують кондиціонери та комп'ютери в кожній аудиторії. Дотримується комфортна…",original,Happiness,Gratitude / Positive Feedback,236,train
6692,5.0,"Відгуляли день народження з подругами, подруга перебрала та трапилася інтоксикація. Домашні засоби не допомагали, викликали приватну швидку додому. Швидко приїхали, привезли всі ліки, поставили крапельницю – вітаміни та сорбент. Через пару годин подруга прийшла до тями. Дякую за допомогу!",original,Happiness,Gratitude / Positive Feedback,289,train
14568,5.0,"Дуже гарне приміщення в центрі міста на площі Ринок. Навколо завжди тисячі туристів, які приїхали сюди з усього світу на екскурсію.
Ця ратуша – четверта за всю історію міста. Перші дві знищили пожежі, третю…",original,Neutral,Neutral Comment,207,train
1034,4.0,"будівля хороша, гарна, якість викладання та актуальність предметів - не завжди",original,Sadness,Complaint / Dissatisfaction,78,train
14001,5.0,"Здавала практичний іспит тут. Задоволена результатом, маршрути хороші і інструктор Остапенко класний, якщо попадете до нього то вам пощастило",original,Happiness,Gratitude / Positive Feedback,141,train
6648,5.0,"Працюють досвідчені фахівці, швидко та якісно допомогли вирішити моє питання",original,Happiness,Gratitude / Positive Feedback,76,train
12000,5.0,Дуже хороший сервіс. На всі запитання були надані професійні та чіткі відповіді. Щиро вдячний за якісну юридичну допомогу.,original,Happiness,Gratitude / Positive Feedback,122,train
1747,5.0,"Дуже задоволена якістю виконаних робіт. Всі обумовлені моменти враховані, робота виконана вчасно, незважаючи на стислий термін. Надалі звертатимуся ще.",original,Happiness,Gratitude / Positive Feedback,151,train
1029,2.0,"Підлога дуже чиста, я в шоці, але сам заклад мене лякає, тому оцінка низька",original,Fear,Complaint / Dissatisfaction,75,train
15790,5.0,"дуже гарний та атмосферний університет, той хто любить старовинну архітектуру та хоче почути історію та минуле цього дива, має побувати тут, ціна квитка на екскурсію на 2024 рік складає 100 грн з людини.",original,Happiness,Gratitude / Positive Feedback,203,train
14000,5.0,"Практичний іспит склала з 2-го разу , інспектором був Остапенко Андрій 👍 чітко проговорює свої дії !
Окремо хочу подякувати, порекомендувати  автошколі « Авто Сіті» м. Бориспіль за цінні знання , підтримку та віру !…",original,Happiness,Gratitude / Positive Feedback,216,train
16515,5.0,"Шикарна будівля та двір, нам дуже сподобалася, одна з найкращих споруд університетів в Україні. Жаль тільки стороннім не можна всередині погуляти.",original,Happiness,Gratitude / Positive Feedback,146,train
17537,5.0,Подавали документи на паспорт. Все сподобалось. Дякую,original,Happiness,Gratitude / Positive Feedback,53,train
10637,1.0,"Враження тільки негативні . Коли я отримала диплом , спочатку здалося що це якась довідка з лікарні . Ми чекали 2 місяці , і отримали в результаті дипломи з дешевого паперу та неякісної фарби . Хоча ми здавали на це кошти . Це неповага до студентів , просто ганьба .",original,Anger,Complaint / Dissatisfaction,266,train
13501,5.0,Відвідував нещодавно ЦНАП м.Черкаси. Послуги надали якісно та в повному обсязі. Особлива подяка за ввічливе ставлення до громадян.,original,Happiness,Gratitude / Positive Feedback,130,train
10001041,,"https://finance.ua Допомога та пільги для учасників бойових дій і їхніх дітей: де, як, скільки Які виплати передбачені УБД? Яку пенсію отримують військові? Соціальні гарантії для військових. Допомога дітям військових https://finance.ua",original,Neutral,Question / Request for Help,235,train
16158,5.0,"Прекрасне місце, історична пам'ятка, хоча  місцями пошарпаний, та це добавляй певного шарму. Рекомендую для відвідування.",original,Happiness,Gratitude / Positive Feedback,121,train
8112,,"БУДЬ ЛАСКА, ЗВЕРНІТЬ УВАГУ НА ВІДГУК У ПРИКРІПЛЕНИХ ЗОБРАЖЕННЯХ, ВСЕ НЕ ВМІСТИЛОСЯ!…",original,Neutral,Question / Request for Help,84,train
10003508,,"Доброго дня ,якщо квартира у спільно сумісній власності , як діяти?",original,Neutral,Question / Request for Help,67,train
16451,5.0,"Найкрасивіший і незвичайніший університет, побачений мною. На території чудовий дендропарк.
Але якщо прийти раніше, можна чудово погуляти територією на самоті.",original,Happiness,Gratitude / Positive Feedback,159,train
7938,5.0,"Робили роботу в цій організації, все зроблено було у терміни та на високому рівні",original,Happiness,Gratitude / Positive Feedback,81,train
15694,1.0,"Для чого взагалі існує це місце, щоб за державні гроші сиділи некомпетентні клуші пили каву і получали зарплату",original,Anger,Complaint / Dissatisfaction,111,train
5500,5.0,"Навчальний заклад it-спрямованості. Одне з найкращих у Харкові. Напрями: прогамування, адміністрування, дизайн, а також мала академія для дітей.",original,Happiness,Gratitude / Positive Feedback,144,train
7977,5.0,"Рада, що знайшла цю компанію на просторах інтернету, і тепер працюю з її фахівцями. І вже по перших кроках роботи бачу, що те, що для мене здавалося проблемою і лякало, хлопці зроблять, оформлять, зареєструють, введуть в експлуатацію,…",original,Happiness,Gratitude / Positive Feedback,235,train
16005,1.0,"Керівництво цього університету позиціонують університет як сучасний, але дозвонитися у деканат неможливо через те, що там всі телефонні номери міські, а не мобільні. Де тут сучасність, як що не можете забезпечити унівеситет сучасним зв`язком?",original,Anger,Complaint / Dissatisfaction,242,train
2059,5.0,Давно співпрацюю з цією компанією. Індивідуальний та професійний підхід до кожного клієнта.,original,Happiness,Gratitude / Positive Feedback,91,train
10001329,,"Підкажіть будь ласка, а що робити тим в кого на окупованій території будинок забрали, а речі з нього вивезли російські військові. Що мені потрібно робити?",original,Sadness,Question / Request for Help,154,train
8892,5.0,Забирав свідоцтво. Все швидко і чемно. Мені сподобалось. Я після читання коментарів був налаштований на погане обслуговування. Але на щастя воно не виправдалось.,original,Happiness,Gratitude / Positive Feedback,161,train
13407,5.0,"Звертались в паспортний стіл. Були приємно вражені обслуговуванням, швидкістю, ввічливістю, станом приміщення!)
Окремо дякуємо Людмилі Коваленко.",original,Happiness,Gratitude / Positive Feedback,145,train
3033,3.0,"Три тільки за те, що я годину не зміг додзвонитися до оператора, і ніхто не передзвонив.",original,Anger,Complaint / Dissatisfaction,88,train
11152,5.0,"Навчальний заклад, супер, теоретична підготовка за короткий термін.Рекомендую. Бажаю автошколі процвітання і розвитку.",original,Happiness,Gratitude / Positive Feedback,118,train
8187,5.0,"Цікава старовинна будівля Австрійско-Габзбурзького періоду. В будівлі є пожежна частина, найдавніша в країні (більше 100 років). Фотогінічне місце. Парковка відсутня. Поблизу Високій замок.",original,Neutral,Neutral Comment,189,train
13414,5.0,"Робила тут два паспорти, персонал дуже ввічливий і хоча термін 20 робочих днів, обидва зробили за два тижні. Дякую за Всшу роботу",original,Happiness,Gratitude / Positive Feedback,129,train
12379,5.0,"Була у Романа Володимировича по військовому питанню, дякую за консультацію",original,Happiness,Gratitude / Positive Feedback,74,train
14561,1.0,"У будинку за адресою Калнишевського 4а уже півтора місяці практично немає гарячої води. Багато разів звертались у ЛКП Левандівка, відповідь добре ми подивимось це тепловий лічильник або котельня винна. Нічого так і не змінилось і зараз з…",original,Anger,Complaint / Dissatisfaction,238,train
7400,5.0,"Адвокатське бюро надає якісні послуги, дуже допомогли з довгою суперечкою із сусідами з приводу псування майна, всі гроші відшкодували. Дуже вдячний, рекомендую.",original,Happiness,Gratitude / Positive Feedback,161,train
13015,5.0,"Був у юриста Романа Володимировича, консультацією задоволений",original,Happiness,Gratitude / Positive Feedback,61,train
5977,5.0,Працюють над помилками. Загальне враження змінилося на краще.,original,Happiness,Gratitude / Positive Feedback,61,train
7900,5.0,"дякую за чудово виконану роботу, менеджеру Ірині за пояснення та прийом",original,Happiness,Gratitude / Positive Feedback,71,train
3676,5.0,Хороший навчальний заклад із сучасними спеціальностями та добрими викладачами. Навчався з 2012 по 2016 рік за спеціальністю пов'язаною з радіотехнікою та залишився дуже задоволеним. Рекомендую!…,original,Happiness,Gratitude / Positive Feedback,194,train
6736,5.0,"Дуже красива будівля.  Ввічливі співробітники. Швидко і грамотно. вирішують документи, що подають до Державної установи.",original,Happiness,Gratitude / Positive Feedback,120,train
15884,4.0,"Дуже красива архітектура.
Близько від вокзалу.
Дуже шкода, що всі входи закриті і не можна подивитися на заклад ближче.",original,Sadness,Complaint / Dissatisfaction,119,train
10502,5.0,"Відвідала сервісний центр, залишилася ДУЖЕ задоволена чемністю та розумінням персоналу, ( хоча виглядали  виснаженними ), заміснику керівника відділу , подяка, за його терпіння та розсудливість. Надали послугу  за 20хвилин. Відвідувачі, я…",original,Happiness,Gratitude / Positive Feedback,239,train
15860,4.0,"Дуже гарна архітектура!  Але єдиний мінус... За вхід без екскурсії платиш гроші і за ті гроші можна погуляти тільки по території,  а в сам університет вам зайти ніхто не дозволить і це трішки руйнує ідеальну репутацію)",original,Sadness,Complaint / Dissatisfaction,218,train
4919,4.0,"Я навчаюся вже третій рік, я неможу сказати що академія погана чи хороша, але це місце де кожен може проявини себе в суспільстві, у мене майстерність проявляеться у дизайні и фото редакціі, с ПО та програмуванням у мене проблеми але є гарні…",original,Neutral,Neutral Comment,241,train
3315,2.0,"Я не раджу сюди йти вчитися. Інтер'єр як у поліклініці.  Диплом не престижний. Навчають за сало. Шановні студенти, досить ставити 5 зірок у відгуках за залік. Ще й одного дня всі зайшли поставили, хоча б не палилися так.",original,Anger,Complaint / Dissatisfaction,220,train
11445,3.0,"Красиве місце,чцдова площа.Але! Університет з не дуже доброю репутацією.",original,Sadness,Complaint / Dissatisfaction,72,train
9444,5.0,"Я задоволена послугами Сервісного центру, а інспектора дуже приємні та справедливі.",original,Happiness,Gratitude / Positive Feedback,83,train
1957,5.0,Відмінний вуз! Всім раджу. Ще у них група вк прикольна.,original,Happiness,Gratitude / Positive Feedback,55,train
13710,1.0,"Субота, 12.32, на робочих місцях аж 4 особи з 30 можливих вікон,",original,Sadness,Complaint / Dissatisfaction,64,train
11823,1.0,"Тричі був, і щоразу засідання не було з найрізноманітніших надуманих причин самими суддями; при цьому всі сторони були",original,Anger,Complaint / Dissatisfaction,118,train
8124,5.0,"Комунікабельний, ввічливий колектив, який професійно та швидко виконує свою роботу. Позитивні враження, дуже задоволена.",original,Happiness,Gratitude / Positive Feedback,120,train
13090,5.0,"Валерія Олексієвною- найкращий спеціаліст!
Дуже рекомендую!",original,Happiness,Gratitude / Positive Feedback,59,train
12831,5.0,Дуже задоволена кваліфікованою  допомогою юриста Віктора Миколайовича. Будемо звертатися для подальшої співпраці. Дякую,original,Happiness,Gratitude / Positive Feedback,119,train
8061,5.0,"Працівники молодці,всім приділяють увагу і виконують свої професійні обов'язки...👍👍👍…",original,Happiness,Gratitude / Positive Feedback,85,train
5637,5.0,"Ця Академія багато чого може навчити, це ваш КРОК у майбутнє.",original,Happiness,Gratitude / Positive Feedback,61,train
10000651,,"Нам прикро, що ви потрапили в таку ситуацію. Сподіваємось, що з вами та вашими близькими все добре і ви в безпеці.  Будемо вдячні за подробиці в службу підтримки, щоб ми допомогли – https://chat.diia.gov.ua  В чатботі виберіть продукт єВідновлення та натисніть «Запитати менеджера».",original,Sadness,Question / Request for Help,282,train
12092,5.0,"Консультувався у Валерії Павлівний, все дуже добре, просто і зрозуміло, Велике дякую Валерія Павлівна",original,Happiness,Gratitude / Positive Feedback,101,train
313,1.0,"За «роботу» цієї компанії не можна поставити жодної зірки. Обслуговування будинку лише на паперах, але гроші люди платять за це «обслуговування» реальні. Домогтися від них вирішення проблеми, що виникла в будинку, неможливо. За Гудименком 6…",original,Anger,Complaint / Dissatisfaction,241,train
2759,,"Якщо хочеш здобути не лише освіту, а ще й знання – тут здобути їх можна. Але так чи інакше вищий навчальний заклад не найпрестижніший і диплом не сам затребуваний, але це виключно якщо йдеш не на держслужбу або службу в органах місцевого…",original,Neutral,Neutral Comment,238,train
2894,5.0,"Велике спасибі фахівцям Бюро Спадщини та Нерухомості, надали швидку та своєчасну допомогу, рекомендую у вирішенні будь-яких питань",original,Happiness,Gratitude / Positive Feedback,130,train
5577,5.0,Добрий день!!!!Хочу залишити свій відгук про комп'ютерну академію КРОК!!!!Я тільки надійшла і мені дуже подобається!!!!!Дуже добрі викладачі!!!!,original,Happiness,Gratitude / Positive Feedback,144,train
